id,name,img,grade,section,roll_no,address,avg_grades,behavioral,attendance,extracurricular,parent_name,parent_phone,parent_email,created_at,search_vector
06d803f0-1f23-41e8-87a1-fcddb56af522,Suman Lama,,9,I,27,Lalitpur,72.51,62.7,52.61,51.56,Sneha Magar,9835222258,sneha8@gmail.com,2025-01-30 16:18:43.637737,'lama':2 'suman':1
06efca26-c48c-41ab-87b4-a45cefd803e0,Dipesh Rai,,9,I,29,Nepalgunj,61.31,39.06,93.45,28.34,Dipesh Shrestha,9811396887,dipesh24@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'rai':2
06f86ed0-d993-4629-997b-bb5a3752c7b3,Pooja KC,,11,W,45,Biratnagar,73.43,95.06,79.75,74.41,Sandesh Lama,9879188099,sandesh29@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'pooja':1
071269be-e2d6-4b6b-8402-a60275a10f80,Suman Thapa,,4,C,18,Kathmandu,75.4,76.24,57.17,71.19,Pooja Tamang,9816819806,pooja28@gmail.com,2025-01-30 16:18:43.637737,'suman':1 'thapa':2
074b3baf-2637-4719-bc8b-c96d8661098c,Anisha Gurung,,3,Q,28,Bhaktapur,71.51,33.85,83.99,53.19,Dipesh Shrestha,9830793925,dipesh53@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'gurung':2
075d3739-b330-41bd-8a7b-4ff06f53d86a,Suman Tamang,,5,H,9,Biratnagar,68.63,52.05,75.32,45.12,Aarati Maharjan,9840712977,aarati74@gmail.com,2025-01-30 16:18:43.637737,'suman':1 'tamang':2
07ad10ff-b3ac-4501-8af0-3cbe7331de9f,Bibek KC,,2,N,7,Pokhara,77.75,59.75,67.71,85.91,Anisha Rai,9846290209,anisha14@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'kc':2
07cbf406-269b-45fd-b9ea-76558728bd5d,Sandesh Magar,,8,G,6,Biratnagar,73.91,30.68,94.27,43.4,Pratik Magar,9889143145,pratik22@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'sandesh':1
07fde61c-0044-452d-b6a1-d118146df3f3,Kiran Thapa,,8,U,1,Hetauda,64.71,63.58,84.19,73.71,Sandesh Shah,9874417062,sandesh74@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'thapa':2
0818fcb0-b784-4f1c-8607-e09973dd916e,Pooja KC,,12,L,42,Biratnagar,74.51,97.86,90.87,58.68,Anisha Magar,9865661304,anisha27@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'pooja':1
08529422-f007-439e-84e9-d0b293cfc743,Bibek Maharjan,,7,L,3,Nepalgunj,67.75,67.05,59.7,43.33,Ramesh Shrestha,9879784031,ramesh80@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'maharjan':2
08533d98-1c96-4ca5-81b6-1499367b0fa9,Pratik Lama,,7,Z,14,Nepalgunj,69.66,91.74,87.67,77.8,Aarati Rai,9862277736,aarati1@gmail.com,2025-01-30 16:18:43.637737,'lama':2 'pratik':1
085c601f-74d9-4c4e-a386-5865dca4ca63,Aarati Shah,,2,H,33,Pokhara,69.15,58.05,67.1,32.75,Sandesh Thapa,9888942206,sandesh98@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'shah':2
0867a1a6-90c3-48a6-85ff-b3614b7c434e,Bibek Maharjan,,7,L,8,Nepalgunj,67.63,31.69,87.34,45.21,Kiran Shrestha,9830055732,kiran48@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'maharjan':2
0885f491-59ab-44e2-b548-6200a1c5f65e,Pooja Shah,,10,J,42,Kathmandu,66.97,53.34,83.32,82.82,Aarati Maharjan,9830418163,aarati9@gmail.com,2025-01-30 16:18:43.637737,'pooja':1 'shah':2
088a0624-c3a0-40b2-bdd5-47d7bffe4883,Sneha Tamang,,10,L,7,Bhaktapur,68.59,52.28,50.97,80.17,Suman Magar,9883432996,suman98@gmail.com,2025-01-30 16:18:43.637737,'sneha':1 'tamang':2
088b88d6-abc2-44e0-b5f8-fcfdd3a18ead,Sneha Tamang,,2,U,33,Lalitpur,61.22,42.96,90.54,60.1,Bibek Rai,9843503952,bibek31@gmail.com,2025-01-30 16:18:43.637737,'sneha':1 'tamang':2
08bb6f25-f48f-45cd-b350-288a6adc82a1,Bibek Maharjan,,5,F,19,Pokhara,75.87,55.09,88.57,75.29,Bibek Rai,9845739629,bibek39@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'maharjan':2
08e24f2d-70ce-47d2-88f1-852c765fc7a6,Anisha Lama,,2,D,29,Butwal,69.88,95.83,52.18,38.08,Dipesh Thapa,9856953762,dipesh15@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'lama':2
08ef2cc3-7f66-4dca-9895-368daa38e219,Pooja Shrestha,,4,X,5,Hetauda,72.46,72.23,52.04,42.64,Anisha Magar,9870588539,anisha42@gmail.com,2025-01-30 16:18:43.637737,'pooja':1 'shrestha':2
090ec42e-3fde-47b0-8fbe-5d2973b7869e,Ramesh Rai,,9,A,30,Hetauda,76.21,60.75,60.45,63.88,Sneha Dhakal,9849989773,sneha18@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'ramesh':1
09129654-1dd9-4055-b9db-d3be5f945aa3,Pooja Shrestha,,12,X,4,Hetauda,76.74,78.56,89.02,55.67,Pooja Shah,9857976087,pooja3@gmail.com,2025-01-30 16:18:43.637737,'pooja':1 'shrestha':2
091f1c84-3bb8-4196-a8de-a990775550e8,Kiran Gurung,,4,D,32,Kathmandu,66.18,53.58,90.01,21.73,Sunil Rai,9893370319,sunil56@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'kiran':1
092d6f6b-2a5b-40aa-9648-1fd1c6dbcd51,Bibek Dhakal,,2,T,16,Kathmandu,66.28,95.13,53.1,73.15,Sandesh Magar,9868918827,sandesh58@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'dhakal':2
095470b0-6974-4d27-b3ce-c689c05d476b,Pooja Rai,,3,K,16,Hetauda,66.54,54.68,56.47,72.36,Pooja Thapa,9849131077,pooja41@gmail.com,2025-01-30 16:18:43.637737,'pooja':1 'rai':2
097d6abf-793c-49ad-9436-48a50050ea5e,Suman Shah,,11,X,22,Pokhara,65.72,61.45,85.86,69.99,Bibek Maharjan,9830366415,bibek55@gmail.com,2025-01-30 16:18:43.637737,'shah':2 'suman':1
0982d5c5-061c-4443-adf0-9a2f6342e151,Sneha Maharjan,,6,G,26,Butwal,76.63,39.47,55.5,61.39,Dipesh Gurung,9856496360,dipesh19@gmail.com,2025-01-30 16:18:43.637737,'maharjan':2 'sneha':1
09c899ea-1e1a-47ec-9fbd-98240d5fc72e,Ramesh Gurung,,5,E,39,Pokhara,69.0,30.3,63.98,55.34,Sneha Shrestha,9843483715,sneha83@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'ramesh':1
0a088299-669c-408b-a8c8-3582af27e279,Sunil Shah,,6,G,35,Hetauda,70.8,83.14,75.65,61.95,Bibek Gurung,9861375512,bibek5@gmail.com,2025-01-30 16:18:43.637737,'shah':2 'sunil':1
0a1307be-ba94-44fd-bc75-86b8ffacfe19,Pratik KC,,5,Q,24,Dharan,68.62,72.18,69.98,83.58,Sunil Gurung,9831728789,sunil55@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'pratik':1
0a1bde51-b2d5-408b-b66a-88cfd0119363,Anisha Dhakal,,3,N,10,Dharan,65.31,98.92,68.78,40.36,Suman Dhakal,9874826997,suman25@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'dhakal':2
0a282b04-3b97-495f-879a-8aa66bad8fd7,Aarati Shah,,9,Z,21,Pokhara,69.59,89.39,61.79,47.08,Kiran Gurung,9819479193,kiran85@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'shah':2
0a4306b0-9ab8-4fe5-af4f-350e67846ef7,Bibek Shah,,4,W,25,Bhaktapur,69.91,69.33,53.37,77.06,Bibek Tamang,9831117075,bibek88@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'shah':2
0a7085c0-d8db-4fcd-8c52-6ebf599fc196,Sandesh Gurung,,10,E,34,Butwal,76.24,93.8,84.38,72.21,Sneha Rai,9887716822,sneha67@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sandesh':1
0a812641-0580-4952-9dc4-d8829d80e09b,Sunil Magar,,12,X,20,Hetauda,71.35,90.87,54.71,54.97,Dipesh Gurung,9881184778,dipesh56@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'sunil':1
0ab43d01-291b-41d1-a4b0-0e2098734484,Sneha Lama,,5,I,1,Dharan,62.86,86.02,61.57,82.69,Sneha Magar,9849909441,sneha52@gmail.com,2025-01-30 16:18:43.637737,'lama':2 'sneha':1
0ab671c2-dcfd-4bec-abe6-ee80f5c5cb39,Pratik Tamang,,6,T,1,Dharan,64.68,79.32,69.83,72.24,Aarati Tamang,9847450466,aarati73@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'tamang':2
0aeec884-8cc9-4339-90eb-cfc4dd4dc54a,Bibek Dhakal,,5,I,30,Janakpur,73.36,68.74,83.94,68.56,Anisha Thapa,9849325920,anisha8@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'dhakal':2
0af80244-4e60-4525-9a8d-6890ee3d5643,Anisha Gurung,,2,E,21,Lalitpur,72.69,78.11,77.63,34.84,Pooja Tamang,9828596830,pooja42@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'gurung':2
0b6152ab-559d-4b01-8583-39a26116c05e,Ramesh Shrestha,,8,W,17,Bhaktapur,67.68,58.46,80.29,43.02,Bibek Gurung,9815246287,bibek51@gmail.com,2025-01-30 16:18:43.637737,'ramesh':1 'shrestha':2
0b65103a-35d4-4f41-91b7-2a4add3950a0,Sneha Rai,,9,A,44,Biratnagar,70.97,45.43,66.65,54.92,Suman Rai,9897524968,suman5@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sneha':1
0b6c0586-0d6a-45c5-8ad4-bec6b9f4c303,Suman Gurung,,10,U,26,Lalitpur,72.16,42.34,93.94,52.99,Kiran Shah,9893719369,kiran1@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'suman':1
0b9d042b-cd71-4011-be32-ff8eb433fe9f,Bibek Magar,,10,A,9,Kathmandu,69.47,88.58,84.52,39.58,Dipesh Shah,9838973451,dipesh96@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'magar':2
0babf297-1dea-4b40-a8f9-4c17c1cd6d90,Aarati Bista,,8,Y,18,Hetauda,66.33,95.47,75.06,22.26,Suman Shah,9833622123,suman3@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'bista':2
0bead0a0-449c-4422-a2d7-fc39daa109ce,Dipesh Gurung,,4,X,41,Nepalgunj,79.84,58.71,63.98,49.14,Sunil KC,9887975415,sunil92@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'gurung':2
0bf25a3b-9312-402c-add3-4a0a8dbf9449,Suman KC,,7,T,48,Bhaktapur,68.93,41.84,69.91,20.28,Kiran Gurung,9840960998,kiran97@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'suman':1
0bfac68a-5a28-4de3-8ba7-f22d8ec25769,Sneha Bista,,4,F,14,Lalitpur,70.34,31.17,65.69,24.17,Sandesh Magar,9863275383,sandesh72@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'sneha':1
0c34a345-063d-4f31-a8a7-711feba0c369,Dipesh Bista,,2,U,27,Janakpur,69.71,87.39,51.76,45.52,Aarati Magar,9844455631,aarati87@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'dipesh':1
0c6d11c9-8f25-40e9-962e-5aa695625caf,Dipesh Rai,,9,L,37,Bhaktapur,73.47,98.31,78.24,87.44,Aarati Shah,9875035266,aarati12@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'rai':2
0cdcc4f2-004b-41c4-8924-51a2f655f916,Bibek Shah,,12,A,42,Janakpur,71.95,50.57,79.6,33.97,Sneha Lama,9843509039,sneha44@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'shah':2
0d120775-a47f-43bb-a1b3-93e66d7a09cb,Sandesh Tamang,,2,Y,10,Biratnagar,68.38,63.05,82.16,76.22,Dipesh Shah,9866495170,dipesh62@gmail.com,2025-01-30 16:18:43.637737,'sandesh':1 'tamang':2
0d23ab71-9d21-4b02-8bb3-44af5e91a714,Suman Lama,,1,H,12,Pokhara,73.14,65.26,54.59,50.52,Bibek Bista,9899231724,bibek36@gmail.com,2025-01-30 16:18:43.637737,'lama':2 'suman':1
0d28cc71-b84d-48c3-9ca8-f06f5005ed50,Kiran Rai,,9,Z,14,Janakpur,75.9,77.8,80.58,61.38,Pooja Magar,9863421835,pooja8@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'rai':2
0d40d00f-ce4b-4dc8-91f0-ad4c508939ed,Pooja Tamang,,4,D,49,Nepalgunj,65.87,54.11,51.25,59.15,Anisha Shah,9825123273,anisha74@gmail.com,2025-01-30 16:18:43.637737,'pooja':1 'tamang':2
0d669cc7-2add-4421-8e8f-0ee3e605b194,Sandesh KC,,10,P,2,Lalitpur,69.08,84.66,59.0,27.98,Bibek Thapa,9822785230,bibek33@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'sandesh':1
0d6dc965-e313-468e-828b-98a089e09501,Pooja Magar,,9,F,44,Dharan,68.92,94.67,52.65,74.41,Sneha Tamang,9884488832,sneha17@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'pooja':1
0d79fac5-f0ec-4867-8b12-f2a510e373c8,Sneha Shah,,12,S,37,Nepalgunj,78.46,67.27,55.64,45.8,Anisha Dhakal,9817512553,anisha53@gmail.com,2025-01-30 16:18:43.637737,'shah':2 'sneha':1
0d89fdc9-a9fe-493a-92e8-4f7646204893,Anisha Lama,,9,T,43,Janakpur,67.13,33.92,90.16,83.83,Sneha Shrestha,9854378048,sneha52@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'lama':2
083c4be3-2ac5-4964-af57-d61b9d935e4a,Sandesh KC,,12,X,20,Hetauda,71.26,71.13,53.13,55.73,Anisha Shrestha,9846092427,anisha39@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'sandesh':1
0da9db3c-cd40-46fb-9f50-970b5e5c613a,Suman KC,,4,Z,8,Nepalgunj,73.99,83.65,68.22,59.57,Pratik Gurung,9893553565,pratik17@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'suman':1
0db67e8e-0dbd-4e33-9fea-c6c73d3d800a,Pratik Rai,,9,S,28,Dharan,73.64,79.45,70.64,63.8,Dipesh Tamang,9860773723,dipesh57@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'rai':2
0dba0e7e-9ff5-427f-bb56-d0b19c23ac69,Kiran KC,,7,J,48,Butwal,65.75,85.68,83.72,68.08,Sandesh Maharjan,9834839449,sandesh41@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'kiran':1
0e0fe1b3-90a8-4f1c-adf1-079d575f3cff,Suman Bista,,7,O,42,Biratnagar,61.85,66.84,78.82,75.67,Sandesh Shah,9833639494,sandesh13@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'suman':1
0e30c924-5f2f-40d5-b3e8-1667e68b26a8,Kiran Shrestha,,8,P,36,Butwal,68.37,60.22,75.85,34.62,Sandesh Tamang,9875955617,sandesh6@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'shrestha':2
0e4449d6-5aa3-422b-8ea2-064730215391,Pooja Dhakal,,7,D,16,Lalitpur,79.2,38.65,79.62,62.66,Sneha Maharjan,9889244863,sneha15@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'pooja':1
0e4ffa28-e170-4d95-ab64-aa8b235435e9,Pratik Maharjan,,2,K,6,Bhaktapur,77.67,91.88,52.32,71.65,Suman Bista,9836002256,suman51@gmail.com,2025-01-30 16:18:43.637737,'maharjan':2 'pratik':1
0e5c8d4f-6bba-4cd5-b497-a4014389b02c,Kiran Tamang,,4,Z,12,Biratnagar,76.03,75.87,94.24,36.06,Kiran Thapa,9823591040,kiran26@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'tamang':2
0e5ec669-a2b6-4f0b-9658-b39378159d26,Kiran Thapa,,6,Z,9,Butwal,75.46,79.49,77.95,75.05,Bibek Shrestha,9828851011,bibek59@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'thapa':2
0e7a9952-5895-4f90-8421-c19b41ed3e79,Sunil Bista,,8,K,16,Butwal,68.79,56.83,66.55,38.95,Suman Gurung,9810817780,suman33@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'sunil':1
0e838833-0c82-4f39-b78e-1d94325551ff,Aarati Magar,,7,O,43,Nepalgunj,63.53,89.29,95.83,35.21,Kiran Shrestha,9889784935,kiran85@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'magar':2
0e8ee310-3f5b-4b83-a6bb-8d3dfc520a9c,Aarati Shah,,7,Z,27,Hetauda,69.34,66.19,75.27,74.1,Aarati Shrestha,9892399676,aarati73@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'shah':2
0eda532a-bfa2-4ed6-b31b-d85d72ca6d48,Sneha Gurung,,8,R,12,Dharan,69.17,35.95,62.39,35.82,Aarati Tamang,9891658157,aarati33@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sneha':1
0f34c57f-1182-4b6f-8370-9a2f9f46333b,Bibek Rai,,4,A,42,Pokhara,72.66,78.0,51.45,27.27,Pooja Shah,9881396794,pooja96@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'rai':2
0fab1f71-f170-4a5e-b9d7-ec0f0a6c6688,Anisha Thapa,,3,V,20,Butwal,69.02,88.84,50.47,21.24,Sneha Shah,9871035927,sneha4@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'thapa':2
0fbfed7b-3315-4ce6-89be-dcbb9c0cfc44,Sunil Magar,,3,G,42,Lalitpur,72.23,53.94,69.28,79.44,Pooja Lama,9855737626,pooja26@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'sunil':1
0fc74378-eb08-44fb-bb40-9de26bf54c5e,Bibek Gurung,,11,X,19,Lalitpur,64.55,51.76,57.42,34.59,Sunil Bista,9894904918,sunil79@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'gurung':2
0fd3cb8b-25e3-49f0-8ed8-48fc0f6fe0e4,Anisha Maharjan,,1,D,27,Kathmandu,70.4,48.43,78.34,50.95,Anisha Magar,9837007077,anisha13@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'maharjan':2
0feb7d7a-7f7e-4e83-bd8c-b8dd94764795,Ramesh Magar,,10,J,32,Biratnagar,71.81,61.99,54.81,72.32,Sandesh Dhakal,9813610127,sandesh77@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'ramesh':1
10d5043c-ae1b-4d78-ad7d-722e50984c3a,Aarati Bista,,6,B,40,Dharan,76.98,62.0,80.11,77.81,Pooja Thapa,9839621966,pooja76@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'bista':2
10e58220-8a03-402b-8b96-5ef2a11975af,Anisha Shrestha,,12,Q,4,Dharan,74.46,90.95,90.98,80.48,Anisha Bista,9895194496,anisha35@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'shrestha':2
10e76f8d-9e1a-4959-8dff-b40ad083e2cf,Bibek Maharjan,,10,K,30,Janakpur,65.71,58.6,66.86,77.34,Bibek Thapa,9896141055,bibek53@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'maharjan':2
11240fcb-f824-4353-bda2-8856e6ab8d9d,Sneha Rai,,9,Q,17,Janakpur,68.68,31.68,66.41,86.69,Sneha Magar,9863254019,sneha42@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sneha':1
11315576-2cc1-4325-9d50-887ffb57bfd5,Pooja Gurung,,3,P,5,Biratnagar,60.54,76.41,61.57,84.69,Ramesh Shrestha,9836380633,ramesh25@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'pooja':1
113e8e17-7d4a-4484-ae98-cd229ceba07f,Sneha Thapa,,1,W,14,Hetauda,59.39,32.82,50.63,26.27,Aarati Shrestha,9870885002,aarati33@gmail.com,2025-01-30 16:18:43.637737,'sneha':1 'thapa':2
116af497-de0f-431d-baa3-430a6023e4e9,Aarati Maharjan,,1,B,47,Butwal,69.57,63.37,54.43,67.29,Pooja Rai,9825074845,pooja68@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'maharjan':2
1182bd43-87df-4359-8d37-68d2ebcec4e4,Pratik Tamang,,2,U,33,Biratnagar,68.99,80.25,64.51,20.64,Aarati Thapa,9829537220,aarati40@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'tamang':2
11f9a766-fcaf-42d2-a73a-0e1fea85d629,Pratik Tamang,,5,N,12,Kathmandu,67.09,54.63,68.44,46.53,Dipesh Thapa,9887377190,dipesh1@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'tamang':2
120c1cf3-7126-415f-ba6e-cb53ee735276,Sunil Bista,,6,I,26,Lalitpur,71.65,80.92,81.49,33.48,Suman Shah,9880730540,suman21@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'sunil':1
123a1795-11a5-4540-b9e5-9e3bd35fd437,Aarati KC,,6,B,38,Janakpur,71.63,39.55,73.57,49.11,Pratik Lama,9819415514,pratik26@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'kc':2
12408905-3799-4499-8fd8-f6103a31427c,Suman Gurung,,5,S,24,Hetauda,70.71,61.44,59.58,25.23,Sandesh Tamang,9861800178,sandesh9@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'suman':1
125bc97f-1a03-49d5-9386-1225019b3a14,Suman Thapa,,6,Q,33,Pokhara,73.37,70.13,65.66,58.64,Bibek Maharjan,9853560406,bibek12@gmail.com,2025-01-30 16:18:43.637737,'suman':1 'thapa':2
125e1fc6-431e-480a-8c75-63bb7b6bcd1f,Sandesh Thapa,,11,J,12,Janakpur,69.86,30.97,99.73,30.13,Bibek Gurung,9848600102,bibek7@gmail.com,2025-01-30 16:18:43.637737,'sandesh':1 'thapa':2
12aef92e-dde4-4dff-af60-e10b4f041460,Sneha Rai,,8,W,21,Pokhara,70.17,71.85,97.62,69.95,Sunil Lama,9845550227,sunil98@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sneha':1
12e5dc61-9590-43c0-bf3c-78a0e5d76931,Aarati Gurung,,3,N,44,Janakpur,63.79,34.95,94.93,48.79,Aarati Shah,9825887873,aarati76@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'gurung':2
12f27d56-09d1-4035-b715-80efd4fbea8c,Bibek Shrestha,,9,Y,15,Janakpur,69.39,84.13,70.95,28.96,Suman Magar,9849617492,suman56@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'shrestha':2
00633001-3533-4a2e-bca6-52a9790ea2b3,Sneha Magar,,3,G,50,Kathmandu,75.6,67.45,86.65,84.23,Sandesh Magar,9881485021,sandesh72@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'sneha':1
12f6d1ad-dfe7-48d3-818f-be5d87d0e797,Dipesh Thapa,,8,C,41,Janakpur,73.11,33.62,69.94,68.76,Anisha Bista,9885820980,anisha58@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'thapa':2
